App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,Well I used love it!!! But new update makes confusing new book!!! Seriously I need take class here. Oh let's go another page book let get new book,Positive,0.1470486111111111,0.5050505050505051
Amazon Kindle,"After almost every update, crash; I find another read books. Why can't I remove last update go back previous version. Really frustrating.",Negative,-0.14166666666666666,0.2833333333333333
Amazon Kindle,After latest update. The screen persistently irrevocably (as far I tell) DIMMED WITHIN PUBLISHED CONTENT - aka books. In words currently UNUSEABLE. Amazon please fix soon possible,Positive,0.15,0.825
Amazon Kindle,"The book downloaded. And internet working properly even 12 hours downloading, 6-8% downloaded.",Neutral,0.0,0.1
Amazon Kindle,"edited: I still think current interface sucks, I seriously miss old 3.* versions. However, improved mangling v4 usable even intuitive user friendly except actually reading.",Negative,-0.02638888888888889,0.3611111111111111
Amazon Kindle,works fine. Amazon marketing needs mellow push notifications ads. I finally killed notifications started spamming every two hours.,Positive,0.10833333333333334,0.25
Amazon Kindle,"Rendering text bit poor, put space paragraphs book I read awkward read. randomly opened updating message permissions—uninstalled. I want randomly opening I'm middle something else.",Negative,-0.4,0.52
Amazon Kindle,I love reading kindle. It keeps library searchable automatically keeps bookmarks books I instantly return page I left!,Positive,0.16666666666666666,0.4222222222222222
Amazon Kindle,I count freeze crash nearly every use. I probably delete trial period.,Positive,0.1,0.4
Amazon Kindle,"Since yesterday's ""update"" longer works. UPDATE ***you quite clear company arrogant listen customers",Positive,0.10000000000000002,0.3833333333333333
Amazon Kindle,"Stop forcing phone app. Keep uninstalling principle, let phone way I want to, I'll serve & right dont. I hope EU sues billion dollars.",Positive,0.2857142857142857,0.5357142857142857
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,"July - yet another update drives crazy. Again I go Amazon main kindle unlimited look books. The links show related books I might find interesting connect. I also To go main return books agrivating. I liked version new update. Also store shows current best sellers I intreset read. Very frustrating. Since last updates gone directly kindle store search new books, also allow read free kindle unlimited without going amazon app. I also go full return borrowed books. Its much hassle I deal sadly addicted reading. This makes much harder find books genre.",Positive,0.11867003367003368,0.4718013468013468
Amazon Kindle,"I logged Amazon order app. I read books device I access internet, like plane.",Neutral,0.0,0.0
Amazon Kindle,Amazing killer think book 13 reasons delete book book leads many people's DEAD I request manager kindel remove book,Positive,0.30000000000000004,0.6
Amazon Kindle,Can't activate new verizon Galaxy J5 6.01. Tells I internet connection.,Positive,0.13636363636363635,0.45454545454545453
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,"Good, easy accidentally spend money. You cannot lose your page lots books.",Positive,0.5666666666666667,0.7166666666666668
Amazon Kindle,Previous versions ads. I find ads appearing version highly irritating. Absolutely hate it!!!!,Negative,-0.5222222222222223,0.6222222222222222
Amazon Kindle,"OK, despite experience could little intuitive, mention updates seem break many features fix. The 'Minutes remaining current chapter' algorithm seems wrecked latest update example. If possible Kindle Unlimited ... Full Review",Positive,0.23750000000000002,0.6214285714285713
Amazon Kindle,"I like reading alternitive Galaxy Tab S2 basic kindle. I mainly read S2 two small things kept mobile version (which 2 FAVORITE parts S2) 1. Time page reading. Whenever I reading, current time displays page. 2. It contains Goodreads Want Read shelf. However, phone, include whether apart Kindle Unlimited, MAJOR downfall.",Positive,0.0798611111111111,0.4597222222222222
Amazon Kindle,"I want option remove page flip. Im already irritated marked pages removed. I dont care much time I left, random number ""location"" is. Just give page number bottom page! Why convoluted?! I want read ebooks like books!",Negative,-0.169140625,0.325
Amazon Kindle,10 20 times day freezes. Worst market. If ever opens commute I close I've already reached 18th stop station. All I want read Kindle book phone. That difficult request BUT IT IS. THE SUCKS!!!,Negative,-0.6953125,0.7666666666666666
Amazon Kindle,"I used LOVE kindle app. Read s7 edge time. Now suddenly I want select kindle Unlimited book recommended list, takea kindle store. Where I still cant get book. And I 1 book unlimited. Its big loop customer atrocious. If get fixed I'll cancel",Negative,-0.01999999999999999,0.4800000000000001
Amazon Kindle,Finally split screen!!!! Thank you!!!!Love love love new green back ground much easier read. I still really wish would let change text back ground colors choice. I trouble reading read better colors would get five stars changed!,Positive,0.16012396694214875,0.3685950413223141
Amazon Kindle,"I Love App! The thing I'm still hoping allow us books sd card, still able access app. I able manually move downloaded books sd card I able access thru Kindle app.",Positive,0.53125,0.61875
Amazon Kindle,"Why WHY keep screen alive? If volume buttons turn pages touch screen often enough keep screen alive, screen times ruins flow reading. Very annoying simple feature implement!",Negative,-0.15833333333333333,0.4761904761904762
Amazon Kindle,"Great app. Almost perfect. Love it. But Why four stars?. I badly need option store books SD card default within like like Pocket. Until then, it'll remain star less. Sadly.",Positive,0.15555555555555556,0.6805555555555557
Amazon Kindle,"I would love able see books I read I (the 'new' corner means jack all). Also books I delete, I want gone-gone, totally removed, I want see library anymore . I want log computer delete permanently.",Positive,0.28409090909090906,0.6073863636363637
Amazon Kindle,"Terrible customer service, I sent email enquiry 3 questions joining, said order answer questions I need account them! Where's logic that. I mean read quote- ""We provide information make changes request comes e-mail associated account."" So chance joining!!!",Negative,-0.80517578125,0.84375
Amazon Kindle,Small problem trying repurchase book I load onto new phone. But tempt simply sends Google play. So maybe look that?,Negative,-0.03787878787878788,0.4038961038961039
Amazon Kindle,"Update 28.07.18. Awfull variant kindle book store back. Why guys destroying experience perseverently? Moreover, lists amazone also broken (apparently considers cannot buy eversions books abroad). Well, takes lot try making completely unusable. Great kudos clever guys it! Update 28.02.18. One time return dec 17 version. The store became quite usable. Raised rating till 4 stars. Update 15.02.18. January version comeback. Store unusable. Update 10.02.18. Returned previous version market became usable. Raised rating till 4 stars. Please add ability dictionaries. Previous updates made accessible, considering access store. Recent update ruins experience. The store, accessed app, absolutely unfunctional. I can't even add book wishlist. Moreover, purchased status indicated. I access every individual book order see price. Please return previous version store accessed kindle + add, possible, ability visualise kindle wishlists directly app. Reading part 80% good, but, please add ability dictionaries besides provided amazon.",Positive,0.0712962962962963,0.4087962962962963
Amazon Kindle,They recently kicked authors kindle unlimited can't find kindle anymore. All authors book become popular kindle unlimited Amazon evidently make much money KU offering.,Positive,0.2625,0.39999999999999997
Amazon Kindle,"Why dont put choice ""I like book"" I home app, I hate people kindle put recommendations nothing, nothing I read... really would know people read... I interested people read, I ...",Negative,-0.1166666666666667,0.5333333333333333
Amazon Kindle,"edited: I still think current interface sucks, I seriously miss old 3.* versions. However, improved mangling v4 usable even intuitive user friendly except actually reading.",Negative,-0.02638888888888889,0.3611111111111111
Amazon Kindle,"Absolutely worst user interface I've seen ever. Nothing intuitive, nothing functions expect to, certain elements even cover information need titles buy even order",Negative,-0.39285714285714285,0.7857142857142857
Amazon Kindle,I enjoy using reading. The features make tablet like book. The issue I whisper sync Audible work. Not sure problem Kindle Audible.,Positive,0.07500000000000001,0.6944444444444444
Amazon Kindle,Well I used love it!!! But new update makes confusing new book!!! Seriously I need take class here. Oh let's go another page book let get new book,Positive,0.1470486111111111,0.5050505050505051
Amazon Kindle,"The functional ability Kindle library great me, but, Galaxy Note 8 dim, problem night makes books really difficult read daylight. brightness adjustment Kindle Galaxy Note 8 I would really appreciate would take time include operating system brightness change Kindle Reader brightness, dim",Positive,0.14,0.5900000000000001
Amazon Kindle,"Kindle really good Audible book, using Whispersync. That advantage, ends. I 100 books Kindle, I it. Every version Kindle, whether PC Android, absolutely horrific navigation, almost choices make customize it; started, 10 years ago. Most Kindle books I I bought back started, & great. But now? Awful. Plus, can't read Kindle item reader. So stuck Kindle. If I ever find alternative, I'll take it. I rarely Buy Kindle books reason. Since Android covers characters I talk, I'm stopping review now. I can't see I'm doing.",Positive,0.04285714285714286,0.6785714285714286
Amazon Kindle,works fine. Amazon marketing needs mellow push notifications ads. I finally killed notifications started spamming every two hours.,Positive,0.10833333333333334,0.25
Amazon Kindle,"I Kindle years I absolutely hate new update. It horrible, I like new homepage I like fact black anymore. It lot easier eyes whenever would turn asleep. I'm really hard time syncing library back phone. I deregister device reregister taking long time sync. Also I cannot find settings change I need to, giving option without Wi-Fi anymore I'm downloading books phone. Quick update, I go individually book redownload, since I register. As I said I've kindle years, I 611 books I again!!!!!",Negative,-0.17022727272727273,0.5084090909090909
Amazon Kindle,"Stop forcing phone app. Keep uninstalling principle, let phone way I want to, I'll serve & right dont. I hope EU sues billion dollars.",Positive,0.2857142857142857,0.5357142857142857
Amazon Kindle,"Since yesterday's ""update"" longer works. UPDATE ***you quite clear company arrogant listen customers",Positive,0.10000000000000002,0.3833333333333333
Amazon Kindle,"July - yet another update drives crazy. Again I go Amazon main kindle unlimited look books. The links show related books I might find interesting connect. I also To go main return books agrivating. I liked version new update. Also store shows current best sellers I intreset read. Very frustrating. Since last updates gone directly kindle store search new books, also allow read free kindle unlimited without going amazon app. I also go full return borrowed books. Its much hassle I deal sadly addicted reading. This makes much harder find books genre.",Positive,0.11867003367003368,0.4718013468013468
Amazon Kindle,"I logged Amazon order app. I read books device I access internet, like plane.",Neutral,0.0,0.0
Amazon Kindle,turns book sideways soon opens new update. Completely unusable. Garbage.,Positive,0.11818181818181818,0.42727272727272725
Amazon Kindle,much excited read books fame day kindle give free trial least ...,Positive,0.15833333333333335,0.65
Amazon Kindle,"Always internal error login, Google it, still can't log in Chinese Amazon account",Neutral,0.0,0.0
Amazon Kindle,"Useless, constantly delete data start up.",Negative,-0.25,0.26666666666666666
Amazon Kindle,Very Nice read books. Please make improvements like 1. Provide Text Speech support Google Voice ( India ). 2. Peovide Wordwise documents ( mean documents Kindle books also ).,Positive,0.23375,0.84375
Amazon Kindle,I daily. It's first aps I put every device. Love hundreds books purse.,Positive,0.25,0.3111111111111111
Amazon Kindle,That buy button... Accidentally bought book phone slipped hand. Great.,Positive,0.8,0.75
Amazon Kindle,Would give 5 star rating back lighting adjustable. It much bright damaging eyes.,Positive,0.35000000000000003,0.39999999999999997
Amazon Kindle,After latest update. The screen persistently irrevocably (as far I tell) DIMMED WITHIN PUBLISHED CONTENT - aka books. In words currently UNUSEABLE. Amazon please fix soon possible,Positive,0.15,0.825
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,A book I downloaded disappeared library. I get chance finish reading it. I remember name author I buy next book series.,Neutral,0.0,0.0
Amazon Kindle,"The book downloaded. And internet working properly even 12 hours downloading, 6-8% downloaded.",Neutral,0.0,0.1
Amazon Kindle,This great app. I wish would let buy books.,Positive,0.8,0.75
Amazon Kindle,"Rendering text bit poor, put space paragraphs book I read awkward read. randomly opened updating message permissions—uninstalled. I want randomly opening I'm middle something else.",Negative,-0.4,0.52
Amazon Kindle,Works great now. Kinda disappointed page turning feature listed none books it.,Positive,0.025000000000000022,0.75
Amazon Kindle,"7/26: I realized phone allows choose SD storage & I phone. The Nook SD storage option settings & I've making Nook purchases. I also appreciate I easily see book allows SD storage looking store/shop Nook. Storage space issue & there's reason I'm putting money SD card large amount storage. After every Kindle update I check settings hoping they've finally added SD storage option app. As yet, no. Original review: I good I bought comics. Even though I sd card storage used according screen Android, downloaded internal storage filled phone (several Star Wars comics). It seems option longer there.? I uninstalled comics & figured I'd new tablet I got. ...yeah. In section I even option. My Nook gives option & I problem saving books B&N sd card (if book allows it). I tried uninstall & re-install Kindle, still save internal storage & give sd/external storage option. On top that, let ""rename device"" name I I 1st tablet. I get ""device taken"", wants rename device re-install (I uninstall 2nd time, & 3rd remain way stupid thing fixed). Maybe that's something I go Amazon fix (rename issue), so, that's SUPER annoying.",Positive,0.06832311207311209,0.46295093795093795
Amazon Kindle,"Good, easy accidentally spend money. You cannot lose your page lots books.",Positive,0.5666666666666667,0.7166666666666668
Amazon Kindle,Can't activate new verizon Galaxy J5 6.01. Tells I internet connection.,Positive,0.13636363636363635,0.45454545454545453
Amazon Kindle,Amazing killer think book 13 reasons delete book book leads many people's DEAD I request manager kindel remove book,Positive,0.30000000000000004,0.6
Amazon Kindle,This worthless There books competitive exams,Negative,-0.8,0.9
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,"Wow!what is,a great thanks amazon kindle books expansive buy read book app. Thanks lot u❤",Positive,0.39999999999999997,0.3833333333333333
Amazon Kindle,Thanks providing split screen functionality!! The thing would make better would ability make shortcuts books homepage.,Positive,0.40625,0.35
Amazon Kindle,It useful improves English vocabulary,Positive,0.15,0.0
Amazon Kindle,I love reading kindle. It keeps library searchable automatically keeps bookmarks books I instantly return page I left!,Positive,0.16666666666666666,0.4222222222222222
Amazon Kindle,The crashes every time I try make highlight,Neutral,0.0,0.0
Amazon Kindle,Very slow scrolling Xperia z1,Negative,-0.39000000000000007,0.52
Amazon Kindle,Apparently library empty. That's all.,Negative,-0.025,0.425
Amazon Kindle,"Galaxy tab e 7 switches landscape, never switch back portrait uninstall reinstall...",Neutral,0.0,0.0
Amazon Kindle,APp won't sync. Wont load support page. Won't open store. Nothing.,Neutral,0.0,0.5
Amazon Kindle,IT WON'T WORK! It even let try nothing,Neutral,0.0,0.0
Amazon Kindle,Needs put books SD card. Not getting split screen option tablet. Works one.,Neutral,0.0,0.0
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,Can't create highlights note even though tells to.,Neutral,0.0,0.0
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,After screwing around 20 minutes I deleted entirely NOWHERE sign account,Neutral,0.0,0.625
Amazon Kindle,It's convenient access books anywhere I go. I pull phone begin read.,Neutral,0.0,0.0
Amazon Kindle,I find useful need kill time waiting others.,Positive,0.3,0.0
Amazon Kindle,I tried yet I'll sure let u know,Positive,0.5,0.8888888888888888
Amazon Kindle,Why accept ethernet data connection amazon awkward ?,Negative,-0.6,1.0
Amazon Kindle,It's OK read free ebooks tablet...,Positive,0.45,0.65
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,Forced keep Samsung forced 0/5,Negative,-0.30000000000000004,0.2
Amazon Kindle,Nice free books,Positive,0.5,0.9
Amazon Kindle,Can't install Huawei p20 pro keep getting errors Can't install check Error code,Neutral,0.0,0.0
Amazon Kindle,This faulty,Neutral,0.0,0.0
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,This useful needs urgent information particular knowledge.,Positive,0.23333333333333334,0.16666666666666666
Amazon Kindle,Why library emptied?,Neutral,0.0,0.0
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,Love able kindle phone access books anywhere.,Positive,0.5,0.6125
Amazon Kindle,Have pay £.7.99 thereafter,Neutral,0.0,0.0
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,How I activate audible narration ???,Neutral,0.0,0.0
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,"Excellent app, really library pockets.. I loved it..",Positive,0.6333333333333333,0.6666666666666666
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,Good need free books,Positive,0.55,0.7000000000000001
Amazon Kindle,Last 1week working bad,Negative,-0.3499999999999999,0.36666666666666664
Amazon Kindle,Love Kindle awesome.,Positive,0.75,0.8
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,Are useless,Negative,-0.5,0.2
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,"Up whatsapp,nice nice",Positive,0.6,1.0
Amazon Kindle,Great love read,Positive,0.65,0.675
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,WHERE DID DIRECT ACCESS TO ***MY*** UNLIMITED KINDLE LIBRARY IN STORE GO????????,Positive,0.1,0.4
Amazon Kindle,nan,nan,nan,nan
Amazon Kindle,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,The works amazingly. It reliable decides watch movie TV show. I problems ever since I started using it. Amazon great job developers. I would recommend anyone enjoy kinds movies TV.,Positive,0.6000000000000001,0.7166666666666667
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,"Great service, mainly browsing fire stick actual watching, never issue. When buying titles I prefer sometimes issues entering pin phone",Positive,0.32222222222222224,0.39444444444444443
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Prime Video,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,"Terrible change way switch wishlists. When scrolling list, delay link appears top screen change different list.",Negative,-0.16666666666666666,0.7000000000000001
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,"Completely useless. They changed triple price, today without I ordered anything, take money account. Every careful shop.",Negative,-0.3,0.6
Amazon Shopping,"Hey, Jeff Bezos, employees living cars feeling suicidal poor work conditions written meet unrealistic productivity demands even much speak employees. All while, living mansion plan build rocketships billions make profits instead making sure employees well taken care of. How feel that? Do feel good yourself?",Positive,0.1,0.6577777777777778
Amazon Shopping,"Good app, keeps supposed to. Error messages dog photos, even reinstalling rebooting phone. Fix Amazon, I'll order I'm computer keyboard. This probably save lot money!",Positive,0.875,0.6000000000000001
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,"This actually looking dogs error messages underneath them, that's I ever see matter I search I go. Download like looking dogs, shop Amazon, stick browser.",Neutral,0.0,0.1
Amazon Shopping,Amazon stretched thin? The slow hell. Click item device takes sweet time load. Not internet (300mb/s),Negative,-0.1,0.475
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,"Once unnecessary permissions disabled, mostly good app, annoying. Often times I'm trying add something list, respond. I know phone I malfunctions way. ----Wondering work properly I disabled permissions Amazon requesting???",Negative,-0.18000000000000002,0.6
Amazon Shopping,"Always slow painful use, I feel back days dial up! I never problem phone tablet app. The store great!",Neutral,0.0,0.5125
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,"Why Apple's supports long press shortcuts not? It always seems like Apple's always step ahead. You easily add long press common actions like today's deals, wish list, etc.",Positive,0.008333333333333345,0.5333333333333333
Amazon Shopping,The home page sloppy otherwise connects many Amazon prime endless supply everything. Even movies. Amazon Video.,Negative,-0.013888888888888895,0.6666666666666666
Amazon Shopping,Would 5 stars I restart phone occasion open app. It's I issues terms trying open.,Neutral,0.0,0.5
Amazon Shopping,"Terrible change way switch wishlists. When scrolling list, delay link appears top screen change different list.",Negative,-0.16666666666666666,0.7000000000000001
Amazon Shopping,The update awful!! Worked great update. Now even fit screen. It's big keeps freezing.,Positive,0.05000000000000002,0.5625
Amazon Shopping,LOVE THE LOVE AMAZON DETAIL PRODUCT DESCRIPTION EXALENT YOU READ PRODUCT SUPPOSE TO BE ! .... A -Z REFUND BUYERS PROTECTION !.... I CAN ( GO .. ON & ON ABOUT GREAT THINGS ABOUT APP... FIVE STAR'S ******** APP... LOVE AMAZON ....kevin h,Positive,0.6453125,0.6375
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,"Please, stop full page ad Prime whenever I open app. It starting get annoying.",Negative,-0.11250000000000002,0.5125000000000001
Amazon Shopping,"As recently, keeps crashing every while, disruptive shopping experience. Please fix asap.",Neutral,0.0,0.25
Amazon Shopping,Doesn't option deactivate notifications. Do make mistake looking product Amazon--you continuously bombarded messages reminding buy.,Neutral,0.0,0.0
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,The provides comparisons top-rated best selling lowest price items looking for.,Positive,1.0,0.3
Amazon Shopping,I know latest update did. Now I can't open all.,Positive,0.25,0.7
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,I used much. But thank service.,Positive,0.2,0.2
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,Crashes trying look today's deals.,Neutral,0.0,0.0
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,Always crashes trying checkout Useless,Negative,-0.5,0.2
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,"There literally way sign log another account. I uninstalling, I log way.",Neutral,0.0,0.0
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,It wonderful app. I love I say.,Positive,0.75,0.8
Amazon Shopping,Glitchy slow. Clunky unoptimized... This ridiculous.,Negative,-0.31666666666666665,0.7
Amazon Shopping,"It lags lot, slow loading",Negative,-0.30000000000000004,0.39999999999999997
Amazon Shopping,LG V30 8.0.0 LOVE THIS,Positive,0.5,0.6
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,I think good,Positive,0.7,0.6000000000000001
Amazon Shopping,Just like desktop site. Easy navigate quickly make purchases.,Positive,0.3833333333333333,0.6666666666666667
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,"It's worth wait get want. And lower price amazon ,than stores",Positive,0.3,0.1
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,Good good,Positive,0.7,0.6000000000000001
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,I try gets trouble,Negative,-0.2,0.2
Amazon Shopping,Great place shop!,Positive,1.0,0.75
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,♡ Amazon,Neutral,0.0,0.0
Amazon Shopping,Awesome,Positive,1.0,1.0
Amazon Shopping,Cheap deals,Positive,0.4,0.7
Amazon Shopping,Fortnight,Neutral,0.0,0.0
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,I love amazon!!,Positive,0.78125,0.6
Amazon Shopping,love,Positive,0.5,0.6
Amazon Shopping,Love,Positive,0.5,0.6
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,Yesaaaaaaas,Neutral,0.0,0.0
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,"-OH Something went wrong end"". Can buy anything anymore useless app, I going cancel Amazon PRIME Subscription. Not Amazon hire completely useless unknown Delivery companies hand packages complete strangers, never seen again, Amazon utterly USELESS. Not worth frustration",Negative,-0.3071428571428571,0.37142857142857144
Amazon Shopping,nan,nan,nan,nan
Amazon Shopping,Fix shopping list scroll- saved later items. Such easy fix guys rich af. It takes day half go saved items never works right. I end going online works much better,Positive,0.20391156462585033,0.4693877551020408
